id,headline,tickers,tag_count
ef1ae434-a8e8-40ae-a250-82f8bb9ba7b7,From budget seats to premium boxes: Here’s how much IPL 2026 Playoff tickets cost - financialexpress.com,IPL,1
56968f75-3f61-481e-8711-bcabc744c0ad,Delivery Hero confirms takeover offer from Uber - The Economic Times,,0
250d5953-0cb6-4ec5-89c2-d7bf90fea5ac,"Q4 Results Today Live: Zydus Wellness Q4 profit up, Strides Pharma profit down q-o-q, IOC, JSW Cement, DOMS Industries, GE Vernova, Astral, Afcons Infra to announce Q4 results",AFCONS;ASTRAL;DOMS;IOC;JSWCEMENT;ZYDUSWELL,6
e15e645f-e170-4e6b-89e5-1db6157248b6,KADOKAWA Attributes Isekai Saturation for Over 51% Profit Decline | Outlook Respawn - Outlook Respawn,,0
73e58a7c-6ff8-4175-b13e-ba4dd18bf9fd,"Nifty, Sensex may see positive opening on Thursday",,0
999c6c34-cdb4-4f2b-9b56-c7d7964de34d,Navneet Education consolidated net profit declines 20.83% in the March 2026 quarter - Business Standard,NAVNETEDUL,1
b5239d72-c8d9-4713-8b32-e6c70885e455,"‘Inflation Man Modi Strikes Again’: Rahul Gandhi Attacks BJP On Rising Petrol, Diesel Prices",,0
76e62d52-be88-461d-a560-e7ceef60533f,Sensex today | Stock Market Live: Sensex jumps over 500 points as easing oil prices lift market sentiment,,0
9f15daa8-232b-41f3-9616-4db22a4bddff,"Sensex today | Stock Market Live: Sensex rises 900 pts, Nifty near 24,000 as crude slips 5%; OMC stocks rally",,0
98b50639-9566-4d0a-8f4f-e5f408462654,Saven Technologies standalone net profit rises 63.83% in the March 2026 quarter - Business Standard,,0
f66721ce-72d9-4302-acdf-5aa10e5ba0bc,"India, Italy upgrade ties to special strategic partnership after Modi-Meloni talks",,0
14915ae6-7879-41d5-9eed-05f0c28844ea,"Q4 Results Today Live: Apollo Micro & Zydus Wellness Q4 profit up, Strides Pharma profit down q-o-q, GNFC Q4 PAT up 88%, Afcons Infra shares decline, IOC, JSW Cement, DOMS Industries, GE Vernova, Astral, to announce Q4 results",AFCONS;ASTRAL;DOMS;GNFC;IOC;JSWCEMENT;ZYDUSWELL,7
6093136a-6487-4e36-b83b-21973330f18f,SEBI proposes stricter rules for open-market buybacks,,0
5d32d02b-2e69-4fa3-b7af-486bf8b94def,"SEBI, CBDT ease PAN onboarding difficulties faced by FPIs",,0
8280a0e0-0be2-4813-817a-2fb79669e4c7,"Zepto Gets SEBI Nod For $1.2 Bn IPO, Updated DRHP Due In 6-8 Weeks",,0
a1aa9690-55f5-4de4-9a04-61942db8b057,"Food, Fuel Prices Rise Amid Iran Crisis But April Retail Inflation Stays Under Control; Here's Why",RETAIL,1
8816800e-1f0d-4777-9379-42d41dad628d,SpaceX launches its biggest Starship rocket in key test flight amid Elon Musk's IPO bid - Firstpost,,0
db0c4a22-8562-4a85-a0e0-1ad8286ae2ec,Crude Reality Hits Bedroom Budget: India’s Condom Market Feels The Heat Of West Asia Tensions - News18,,0
3e930737-dc98-436a-a43b-4ba9dcd74b6c,Latent View Analytics consolidated net profit declines 1.37% in the March 2026 quarter - Business Standard,LATENTVIEW,1
2c390202-9c35-4ead-b592-955679edf7ac,Sumit Jain to exit Unacademy ahead of upGrad acquisition - financialexpress.com,SUMIT,1
1336cf73-3639-4268-91a3-e93fca284703,"Nifty claws back from 23,317 abyss; Rupee hits record low near ₹96.40",,0
9bd8b608-65a0-444b-9ccf-4f0ba8483f9b,"Kissht IPO: Ventureast Books 10.9X Return, Vertex Ventures Rakes In ₹29 Cr",KISSHT,1
d94941e7-1a98-41e7-b57d-0c578a7a592c,Wakefit reports Rs 344 Cr revenue Q4 FY26; deferred tax gain lifts profit - Entrackr,WAKEFIT,1
59cff915-9b36-4c0c-b2dc-dd912eb55463,Salzer Electronics consolidated net profit rises 0.98% in the March 2026 quarter - Business Standard,SALZERELEC,1
f9a00117-2396-4880-9a04-8c57cc8ae02b,"Box Office Report: 'Karuppu' performs well in second weekend too, Eid holidays expected to further boost revenue for Suriya blockbuster - theweek.in",,0
f7834b6c-8647-4d1e-8ab5-070bc7191e66,"Eureka Forbes posts record EBITDA margin in Q4, full-year profit hit by one-time labour code charge",EUREKAFORB,1
8de8287d-cde2-4c8c-bdc3-d546263052e6,Rajasthan govt increases export technology upgrade grant to ₹1 crore - Business Standard,,0
b234eef2-7a7b-497d-a00c-bedd03a6f439,Truecaller Layoffs Hit 15% of Staff Following Revenue Slump in India,,0
e3c836c0-2177-4d61-b8ec-ddca411fb435,SpaceX IPO and the Big Bang Bubble,BANG,1
931dcded-2011-43ba-8893-1fb9b6c5c0fd,Sebi proposes additional measures to strengthen buyback framework - Business Standard,,0
78972a92-324f-4a5a-94f7-8398984769b5,"Sensex today | Stock Market Live: Sensex trades flat, Nifty at 23,631, down 0.23% amid cautious market sentiment",,0
81102ebd-065d-4b2a-a5c6-0d0f45f89af3,Fiscal dividend,,0
39041cf7-b6f1-4387-81f8-a94114cdb19d,GDP +31: UN's new proposal - The New Indian Express,,0
2f59f857-d62d-489d-91ac-86ea1ce63c3f,Why Is RBI Intervening As Rupee Falls Amid Oil Crisis?,,0
0fc6ecbc-534e-4072-861f-aac342d84b76,Shiv Aum Steels consolidated net profit rises 108.63% in the March 2026 quarter - Business Standard,SHIVAUM,1
087611e1-c15a-40e1-be8a-d53de2c1b175,"Don’t change policy even if rupee falls to 100/$, Finance Commission warns RBI - The Tribune",,0
8ef34893-d3e4-4b26-b080-00fcc11f2ddf,"Daily Indian Funding Roundup & Key News - 22 May 2026: Zepto Eyes ₹11,000 Cr IPO, Innovaccer Buys CaduceusHealth, Swiggy Pivot Stalls",SWIGGY,1
340ca43f-3862-4a2b-85c6-c887c612fb7b,"Satheesan Govt scraps Silver Line land acquisition, withdraws cases against protesters - The News Minute",,0
12811686-7a2f-4099-9b2f-3da67126b21a,Bosch Profit: Bosch Reports 2.71% Rise in Q4 Earnings - Deccan Herald,,0
a3329aac-0f21-4da8-a3bb-430a1856c0fe,Delhivery Q4: Profit Flat At ₹72.4 Cr Despite 30% YoY Revenue Growth,DELHIVERY,1
bf956412-2649-4a25-b15b-81e4ec90bd30,"Dhoot Transmission files updated DRHP for ₹1,400 crore IPO - ET Auto",,0
3465c891-c7e6-4f44-9bad-dc0c6e6e8fee,"Puravankara Q4FY26 result: Net profit at ₹110 crore, revenue doubles - Business Standard",PURVA,1
c708be6a-ec99-45c9-810b-389180544f62,"Honasa Consumer Q4 profit rises to Rs 69.4 crore, declares dividend of Rs 3 per share - The Economic Times",HONASA,1
0186d587-0d81-42ac-9020-545ac309e43e,ManageEngine India revenue up 27-28% in CY25,,0
76093c87-3e03-440f-a8f5-2e05e0b22078,TechD Cybersecurity Reports Robust FY26 Performance; Revenue Surges 74% YoY to INR 51.8 Crore,,0
83fe5f90-e19b-4a45-83e6-fc34d0ec5e2a,NSE SME stock hits upper circuit despite stock market crash - Mint,,0
edb99013-e611-4d81-8148-552630223f2a,Mobavenue AI targets sustained annual revenue growth 30 pc - ET BrandEquity,,0
267c15ca-d1c6-4658-ad62-61f33224f094,Motilal Oswal BSE Midcap 150 Momentum 30 Index Fund - Regular Plan Portfolio - The Economic Times,BSE,1
4782c205-679c-4b80-b71c-bc8da7017f8b,Tata Sons IPO: Ex-VC Soonawala Warns Public Issue Might Shift Focus Towards Shareholder Returns - News18,FOCUS,1
182baa80-1475-4aac-a638-4cf56d01930f,Kerala’s fiscal worries,,0
3202bae3-7b04-4711-bc7d-27812ddae8b5,"Sensex today | Stock Market Live: Sensex falls 310 pts, Nifty slips amid weak global cues and geopolitical tensions",,0
9ddbbf4a-f233-4228-acad-a6582bc295d9,"Next rally hinges on 23,800 breakout, says Dharmesh Shah on Nifty outlook - The Economic Times",,0
89a10556-122e-4735-be64-ae72f98fc8a7,Quick Wrap: Nifty Private Bank Index gains 1.49% - Business Standard,,0
859346d2-0298-41de-9342-51323e7a92e3,"RBI likely selling dollars via state-run banks to steady rupee, traders says",,0
350327c2-0188-4894-a4a5-facf86554f3c,Advance Multitech reports standalone net profit of Rs 2.55 crore in the March 2026 quarter - Business Standard,ADVANCE,1
cfc945f6-4c3e-4ce9-bb2e-a080a283d0a8,'Inflation Man Modi strikes again': Rahul Gandhi attacks Centre over fresh fuel price hike,,0
f498ef34-c5b7-4588-9173-29352d9e1e3d,SEBI issues show-cause notices to six Capital Group-linked FPIs,,0
4b6f7088-daa8-4f79-b37f-db7117a331d3,"Delhi CM approves ₹1,000-crore water, sewer upgrade plan",,0
cd08ef39-f1d1-4d1a-84c4-ae86ca5f90f4,"IndiQube Spaces Q4: Loss Narrows 28% YoY To ₹22.6 Cr, Revenue Jumps 49%",INDIQUBE,1
850e86f0-b9ef-45e9-a698-d6d932a5c8b7,Haldyn Glass consolidated net profit rises 62.44% in the March 2026 quarter - Business Standard,HALDYNGL,1
ae424cd4-9a7e-4806-98b7-8340fa8c8ea7,"MobiKwik Posts ₹4.4 Cr Profit In Q4, Revenue Up 8% YoY",MOBIKWIK,1
41412a8a-e5d8-4fe9-a84e-3db985d805da,"Samvardhana Motherson Q4 FY net profit grow by 46% y-o-y to ₹1,561.56 crore",MOTHERSON,1
2945cecb-bd40-4cc1-b78c-f1b2afe5c2fa,"Bengal Gained Infamy Due To Recruitment Scams, New Policy In Next Budget Session: CM - Outlook India",,0
c30b8d8f-f318-45f2-aa24-ad04a01a3bbc,RBI dispenses with commercial banks’ requirement for investment fluctuation reserve,,0
524a192d-ff07-44e1-8aeb-1b053d009ed5,Fractal Analytics Jumps 6% To Hit All-Time High After Q4 Profit Soars,FRACTAL,1
05af6f68-8afb-4116-ab9a-4ced5e048409,"Sensex today | Stock Market Live: Sensex bleeds 1,200 pts, Nifty below 23,500 on Iran-US deadlock",,0
6349e37e-734e-462d-b6c3-11f625dac7e7,GNFC Q4 profit rises 88 pc to Rs 396 cr - theweek.in,GNFC,1
2973d4ce-0ba5-4d5d-b35a-e11ccff85402,"Share Markets Volatile, Oil Uncertain Amid US-Iran Tensions: Sensex Over 150 Points Up, Nifty Tests 23,700",,0
d148ca15-9087-44d7-8c54-464fb0032098,"Sensex today | Stock Market Live Updates: Sensex crashes 900 pts, Nifty down 240 pts to 23,931.35 on PM Modi’s austerity push",,0
e4e568e7-bf3e-434c-bbc2-916390d66047,India’s Near Term Outlook Clouded By Supply Side Pressures Says RBI Bulletin,,0
7fc10021-5e78-4eab-b877-49376ba426a0,"Sensex today | Stock Market Live: Nifty range-bound outlook as experts flag key support at 23,300",,0
90ffb6d4-86f3-486c-8246-de95254b26c0,Kalyan Jewellers Q4 net profit rises over 2-fold to ₹409.5 crore on higher income; full-year profit jumps 89%,KALYANKJIL,1
59008d38-91d4-4276-97c9-61b29fe300d0,Farooq Abdullah Says J&K Can Ban Alcohol In Two Minutes If Centre Compensates Revenue Loss,,0
