id,scraped_at,source_name,stratum,current_tags,headline,gate_label,ticker_label,role,notes
65154153-4474-4cb7-9945-d991e834b2e7,2026-05-25,Hindu Business Line,A_high_volume,SOLARINDS,No blanket extension on ALMM for solar PV cells beyond June 1: MNRE,,,,
b7f7872a-8e88-45fa-98c6-3c066574915c,2026-05-21,Deccan Chronicle,A_high_volume,SOLARINDS,BESS Helps Singareni Save ₹26 Lakh With Surplus Solar,,,,
3cce73bf-9e36-49a2-b80d-161ae6063f5a,2026-05-31,Indian Express,A_high_volume,SOLARINDS,"UPSC Key: BrahMos, Domestic Solar Cell Mandate, and Illegal Sand Mining in Chambal - The Indian Express",,,,
2845dc14-470a-408b-af30-80f0d951bf8a,2026-06-04,Hindustan Times,A_high_volume,SOLARINDS,Rooftop solar cuts household electricity bills by average of 71%: CEEW | India News - Hindustan Times,,,,
896f325c-2896-458b-ab0c-cc9c492940cf,2026-06-04,IBEF,A_high_volume,SOLARINDS,"India Surpasses US in Annual Solar Capacity Additions, Becomes Second-Largest Solar Growth Market in 2025 - IBEF",,,,
c0339de1-89c2-4c5d-87db-484a6ed73bb5,2026-06-04,Hindustan Times,A_high_volume,SOLARINDS,India ahead of US in solar capacity additions in 2025: Govt - Hindustan Times,,,,
7a04d647-e166-4fec-8dfa-398f7b4d498c,2026-05-20,Hindu Business Line,A_high_volume,SOLARINDS,Solar industry seeks higher power prices amid record demand,,,,
104532c1-39af-4afb-93fe-1397460976e3,2026-05-28,Telangana Today,A_high_volume,SOLARINDS,"Modi reviews Rs 30,000 crore projects at PRAGATI meet, pushes solar, water and infrastructure reforms",,,,
a599823f-db6a-4559-888d-6879bcfcfc0a,2026-05-26,Hindu Business Line,A_high_volume,SOLARINDS,"Chandigarh University Students Develop Low-Cost Smart Pyranometer for Solar Radiation Monitoring, Precision Farming",,,,
421aaeee-e275-4c18-a2b4-c7a5beb20dcd,2026-06-05,Hindu Business Line,A_high_volume,ACMESOLAR;SOLARINDS,"ACME Solar raises ₹2,800 crore via QIP, shares hit 52-week high",,,,
cb1007c9-0c2a-411b-8c7e-514e40d9e6e0,2026-05-21,Business Standard,A_high_volume,SOLARINDS;VIKRAN,Vikran Engineering acquires 51% stake in NOPL Solar Projects - Business Standard,,,,
b9383c54-919f-4869-8135-1618642c2c76,2026-06-08,Times Now,A_high_volume,MPSLTD,"Mamata Stares at MPs' Exodus as Nearly 20 TMC Rebels Ready to Support NDA, Claims Kakoli Ghosh",,,,
44cea074-cb81-409c-8b56-403052934fd5,2026-06-04,India Today,A_high_volume,MPSLTD,"Physically in TMC, but not mentally: Bengal MP claims more MPs will quit soon",,,,
b73f61a2-c427-4488-88a1-a4407e594650,2026-06-08,Orissa Post,A_high_volume,MPSLTD,"20 TMC MPs write to LS Speaker, lend support to NDA: Kakoli Ghosh Dastidar",,,,
9288649e-5d57-4930-9216-55642addef3f,2026-06-09,News18,A_high_volume,MPSLTD,"12 Years Of Modi Govt: BJP, NDA MPs To Spread ‘Achievements Ki Baat’ Across India - News18",,,,
51770240-fecb-410f-88ee-315205fe0777,2026-05-24,Telangana Today,A_high_volume,MPSLTD,"12 MPs, 4 parliamentary panels selected for Sansad Ratna Awards",,,,
bae7a7f3-bd61-48ee-b7f0-a9313ccdede8,2026-06-05,Times Now,A_high_volume,MPSLTD,Mamata's New Challenge? Sources Claim 20 TMC MPs Are In Touch With BJP,,,,
3a512430-03d1-4b50-a363-e2c617a05475,2026-06-08,Economic Times,A_high_volume,MPSLTD,"TMC in turmoil: 20 MPs back NDA as Sukhendu Sekhar Roy quits party, RS - The Economic Times",,,,
1630fc54-566a-4772-ac91-d60bce23e0b0,2026-06-09,Economic Times,A_high_volume,MPSLTD,"TMC's 'dissident' MPs Dev, Maliah attend Bengal CM Suvendu Adhikari's administrative meeting - The Economic Times",,,,
7cc1f3ee-6568-4973-a1af-6a0f71d8facc,2026-06-08,India Today,A_high_volume,MPSLTD,Have some shame & spine: Mahua Moitra slams Yusuf Pathan as TMC MPs rebel,,,,
8987d3df-7086-45ee-b6a3-d41fac209164,2026-06-07,Indian Express,A_high_volume,MPSLTD,"After TMC MLAs, MPs may be next: Mamata lands in Delhi amid fears of a repeat in Parliament - The Indian Express",,,,
0a025372-0315-4f68-98f2-1dc500897a20,2026-06-08,Zee News,A_high_volume,MPSLTD,NDA to cross 300-mark? TMC faces rebellion in Lok Sabha as 20 MPs write to Speaker supporting Modi Government - Zee News,,,,
934a4d0b-617d-47ed-9b82-315f7e6bac80,2026-06-04,News18,A_high_volume,INDIGO,"IndiGo To Pause Services To Hong Kong, Shanghai, 4 Other International Routes Till September - News18",,,,
ffdf3e91-bc72-4da4-a53d-556e218bef53,2026-06-01,Financial Express,A_high_volume,COALINDIA;INDIGO;JWL;PERSISTENT;WOCKPHARMA,"Stocks making big moves by midday: Wockhardt, IndiGo, Coal India, Persistent Systems, Jupiter Wagons and more - financialexpress.com",,,,
1d33aaf3-01f5-4452-b369-aebbe06ea678,2026-06-08,StartupTalky,A_high_volume,INDIGO,IndiGo Unveils FY30 Growth Plan with 550-Aircraft Fleet and 200 Million Passenger Goal,,,,
8dbf0966-c888-4fab-b052-21aa232c540a,2026-06-04,Siasat,A_high_volume,INDIGO,No IndiGo flights to six international routes till September 30,,,,
646f083a-e1a2-4874-884b-bdf55fd6f255,2026-05-19,Financial Express,A_high_volume,INDIGO,"Passengers on IndiGo Vadodara-Delhi flight sit in dark, without AC for 30 minutes after ground power failure - financialexpress.com",,,,
818ee053-cf6f-449e-94bd-cea4a0d952b2,2026-05-19,New Indian Express,A_high_volume,INDIGO,Vadodara-Delhi IndiGo passengers left sweating in dark after ground power unit malfunction - The New Indian Express,,,,
ca79fc88-8902-48fd-a5de-ee3b537d30a3,2026-05-23,LiveMint,A_high_volume,INDIGO,IndiGo Delhi-Shirdi flight diverted to Navi Mumbai due to bad weather - Mint,,,,
6f26244e-3c84-40a6-b0c3-38b5f61909e6,2026-05-27,Financial Express,A_high_volume,INDIGO,"‘High commotion, everybody started shouting’: Passengers detail ordeal after smoke filled IndiGo flight at Bengaluru Airport - financialexpress.com",,,,
36e3ddd7-0222-4c09-b825-855889e7912c,2026-06-02,Hindustan Times,A_high_volume,INDIGO,'Unfavourable cost': IndiGo pauses flight from Mumbai to UK's Manchester | India News - Hindustan Times,,,,
73f7af6e-0d81-4a5c-bfdd-6fe886ce373e,2026-05-29,Hindu Business Line,A_high_volume,ASIANPAINT;GLENMARK;GUJGASLTD;INDIGO;INOXWIND;IREDA;JMFINANCIL;NATCOPHARM;NSLNISP,"Q4 Results Today Live: BEML shares down as Q4 profit falls, IPCA Lab profit rises y-o-y, Asian Paints, IndiGo, NMDC, Glenmark Pharma, IREDA, Gujarat Gas, Natco Pharma, Inox Wind, NMDC Steel, JM Financial to announce Q4 results",,,,
d45ae529-b363-4288-abea-752cba9d9233,2026-05-28,News18,A_high_volume,INDIGO,"Flight Operations Disrupted After Rain, Thunderstorm Hits Delhi; IndiGo Issues Advisory - News18",,,,
63c2771b-3357-4239-a9d4-cf5b9c3f676c,2026-05-29,Business Today,A_high_volume,INFY;RELIANCE;TATASTEEL;TCS,"Moody’s upgrades Reliance Industries rating to Baa1; TCS, Infosys and Tata Steel also see rating actions",,,,
4426d16d-ba0d-4e27-8863-efd359bca5ba,2026-06-03,Times Now,A_high_volume,INFY;TCS,"Stock Market Closing: Nifty, Sensex End In The Red & Infosys, TCS Stocks Crash",,,,
831cc955-d9e5-4c1d-958e-0d390f31b1bf,2026-05-17,Deccan Chronicle,A_high_volume,TCS,TCS Case : Court Says Clear Evidence Of Abetment By POSH Committee Member,,,,
1fd568cd-24bf-4ef2-9072-066b475f8a5e,2026-05-23,Economic Times,A_high_volume,RELIANCE;TCS,"Reliance Industries, TCS, among 10 stocks with sharpest decrease in retail shareholding in Q4 - The Economic Times",,,,
77d9fe80-da64-45b7-9598-94f45b315c2e,2026-05-19,LiveMint,A_high_volume,HDFCBANK;PAYTM;POLYCAB;TCS,"Reliance, TCS, HDFC Bank witness biggest FPI selling since 2022; Eternal, Paytm, Polycab see foreign buying - Mint",,,,
671ec849-beb5-4678-b077-6c6106f6cd45,2026-05-19,ABP Live,A_high_volume,TCS,"TCS Hikes Salaries Up To 7%, Employees Say Compensation Changes Hurt Pay",,,,
742d186c-fd14-49b5-a6f4-9648fc0fbf87,2026-05-28,Hindu Business Line,A_high_volume,TCS,"TCS, Mistral partner to become first Global Systems Integrator for enterprises",,,,
9747306e-3878-433c-9276-747cacd60a1d,2026-05-28,Economic Times,A_high_volume,TCS,Nashik TCS case: SIT files chargesheet in eight FIRs registered at Mumbai Naka police station - The Economic Times,,,,
39010fcd-fef3-4c3f-9e11-b86beadba482,2026-06-03,Business Standard,A_high_volume,BSE;TCS,"Tata Consultancy Services Ltd Slides 4.15%, BSE Information Technology index Drops 2.36% - Business Standard",,,,
c7eed958-b5df-433b-9023-081ce28b8188,2026-06-09,StartupTalky,A_high_volume,TCS,"TCS to Deploy AI Agents at Scale Equal to Human Employees, Reveals N Chandrasekaran",,,,
0c10d699-b574-44b3-9293-14fd1dc1b86b,2026-05-30,Deccan Herald,A_high_volume,TCS,CUET-UG delayed at some centres due to technical glitch; TCS says 'regret inconvenience' - Deccan Herald,,,,
95534dbc-e20d-43ff-aaf8-eaadcc53f19f,2026-06-01,Financial Express,A_high_volume,BEL;SBIN;TVSMOTOR,"From SBI, BEL to TVS Motor: Motilal Oswal’s top 21 stock ideas across Nifty-50 and Non-Nifty picks - financialexpress.com",,,,
f8638859-fa93-43a8-a6fd-e0957d7ba5f8,2026-05-08,Hindu Business Line,A_high_volume,ABB;KALYANKJIL;MANYAVAR;MCX;SBIN;SWIGGY;TITAN;URBANCO,"Q4 Results Today Live: SBI net profit up 5.6%, Swiggy trims loss in Q4, Hyundai profit declines, Urban Company loss widens, Titan, Kalyan Jewellers & Vedant Fashions Q4 profit up y-o-y, ABB India, BoB, TCP, MCX, Niva Bupa to announce Q4 results",,,,
49c7e386-bebb-47e3-b499-52d59b802678,2026-05-28,Tribune India,A_high_volume,SBIN,"Rs 1,600-crore SBI fraud accused pharma honcho Vineet Gupta gets nod for foreign trip - The Tribune",,,,
c3961cb9-0f4c-44b7-aaa4-ff566a9249e9,2026-05-21,LiveLaw,A_high_volume,BANKINDIA;SBIN,2026 LiveLaw (SC) 524 | M/S BHASKAR INTERNATIONAL PRIVATE LIMITED & ORS. v STATE BANK OF INDIA & ORS - Live Law,,,,
c42660d3-47ba-45ca-979f-30e2f477210e,2026-05-12,Business Today,A_high_volume,SBIN,SBI warns West Asia crisis impact yet to fully reflect in India’s inflation data,,,,
ab90531c-3b0e-4d89-af13-fb55d514f789,2026-06-01,Orissa Post,A_high_volume,RCOM;SBIN,CBI nabs former RCom chief Amitabh Jhunjhunwala over SBI fraud,,,,
1ce7c7a6-4dd3-4bb6-8568-bf372e099344,2026-06-09,Zee News,A_high_volume,HDFCBANK;ICICIBANK;SBIN,"Latest FD interest rates compared: Check SBI, HDFC Bank, ICICI Bank and other banks' FD rates in June 2026 - Zee News",,,,
d2c9ed4d-1fb2-4558-971a-9a0c1844d775,2026-05-21,Business Standard,A_high_volume,SBIN,Fund review: SBI Medium Duration Fund - Business Standard,,,,
60526113-3740-4128-9231-6edf4521d44d,2026-06-06,Hindu Business Line,A_high_volume,SBIN,"SBI MF buys stakes in two Adani Group firms for ₹5,747 crore; GQG Partners exits holdings",,,,
c9beab1d-df29-4708-820e-a35b9215ba54,2026-05-27,New Indian Express,A_high_volume,SBIN,Three SBI women officials arrested in Bhubaneswar in Rs 13.92 crore loan fraud case - The New Indian Express,,,,
bffe6c35-1fcf-4df6-a632-7274a43eabd3,2026-05-21,Times Now,A_high_volume,SBIN,"SBI Closure Alert! Weekend, Strike And Eid Holidays To Hit Branch Services",,,,
6e7ec6da-9ec8-4da3-975e-dc70276ca7db,2026-05-26,News18,A_high_volume,MARUTI,"Maruti Suzuki Asks Employees To Work From Home Wherever Feasible, Restrict Foreign Travel - News18",,,,
373b6708-0435-4662-9102-744dca68b6d2,2026-05-24,Financial Express,A_high_volume,MARUTI,"Maruti Suzuki, VinFast strengthen grip on EV market; combined share rises to 10.5% - financialexpress.com",,,,
0a4c3ebc-aa56-4ef9-99d3-cb28577c897a,2026-06-08,IBEF,A_high_volume,MARUTI,Maruti Suzuki to Invest US$ 97 Million by FY31 to Accelerate Green Energy Transition - IBEF,,,,
94afde0d-71aa-4b19-a9e9-67b042903091,2026-06-01,Hindu Business Line,A_high_volume,MARUTI,Maruti Suzuki says CNG bookings rise 40% after fuel price hikes,,,,
5c154a04-581b-4b59-994b-5046e8e9548c,2026-05-27,Hindu Business Line,A_high_volume,MARUTI,Maruti Suzuki services record 2.84 crore vehicles in FY26,,,,
cbf5cac1-cd9b-4470-93fd-c9fbd5f7063a,2026-05-26,Hindu Business Line,A_high_volume,MARUTI,"Maruti Suzuki asks employees to adopt WFH where feasible, restrict foreign travel",,,,
89705d4b-03ea-4fdc-a75a-f3f5c190e2ee,2026-05-21,Economic Times,A_high_volume,MARUTI,"Maruti Suzuki India to hike vehicle prices by up to ₹30,000 from June - ET Auto",,,,
9c559180-3c98-4232-bea3-87822a047f0c,2026-06-05,Business Standard,A_high_volume,MARUTI,Maruti launches recurring deposit-backed auto loan for small car buyers - Business Standard,,,,
952778f7-fc35-4b7a-b64f-d8af19bc775a,2026-05-29,Zee News,A_high_volume,MARUTI,Toyota Urban Cruiser Ebella vs Maruti Suzuki e Vitara: Which electric SUV is better to buy? Price and all specs compared - Zee News,,,,
ca8ef8f9-ce3a-474b-922b-d2e5ad25a64b,2026-05-21,Deccan Chronicle,A_high_volume,MARUTI,Maruti Suzuki To Hike Prices Across Models From June,,,,
6480d77e-4c51-4eeb-9d0b-84f5253d72e9,2026-05-19,Times Now,A_high_volume,MARUTI,Maruti Suzuki Brezza Facelift - Should You Buy the Current Model or Wait?,,,,
162bf536-393f-49ab-bb6f-7d91f7cc2c90,2026-05-27,Times Now,A_high_volume,RISHABH,Rishabh Pant And More: 3 Players Lucknow Super Giants Could Release After Last Place Finish In IPL 2026,,,,
1bd96759-6761-4032-8661-0f7037932434,2026-05-25,Times of India,A_high_volume,RISHABH,'Give him time to splash some water on face': Gavaskar on Rishabh Pant using 'F' word,,,,
7124140a-e9b7-4e4c-9f15-c71d5abb065b,2026-05-18,Business Standard,A_high_volume,RISHABH,Rishabh Instruments consolidated net profit rises 212.20% in the March 2026 quarter - Business Standard,,,,
10c75308-c03f-4320-a09d-60f247dff2df,2026-05-19,Times Now,A_high_volume,RISHABH,Rishabh Pant Sacked And Dropped: Double Blow For Former Stand-In Captain,,,,
250c0d72-59f5-4b86-a81e-f21bdf1ac02b,2026-06-04,Times of India,A_high_volume,RISHABH,'Play according to situation': India coach's blunt message to Rishabh Pant,,,,
7c704fe7-d202-47c2-8579-05badcea29a6,2026-05-29,Times of India,A_high_volume,RISHABH,IPL 2026: Rishabh Pant steps down as Lucknow Super Giants captain,,,,
c622aa1d-8b89-4973-ab49-c30aae073a44,2026-05-20,Times Now,A_high_volume,RISHABH,Mohammad Kaif Questions Selectors After Rishabh Pant's Sacking As Test Vice-Captain,,,,
3560cfc9-5b40-4705-9453-1c64952c3027,2026-06-04,Times Now,A_high_volume,RISHABH,'No Formal Title Needed for Leadership': India Coach Explains Rishabh Pant Vice-Captaincy Snub,,,,
4d869494-4bdb-43ab-9298-446ec9344ca7,2026-05-29,Onmanorama,A_high_volume,RISHABH,Rishabh Pant steps down as LSG captain after a disappointing IPL season - Onmanorama,,,,
4d5b5bc2-810f-43e1-aec0-7c91902afb45,2026-05-19,Deccan Herald,A_high_volume,RISHABH,"Rishabh Pant: Dropped for ODIs, Rahul gets Test vice-captaincy vs Afghans. - Deccan Herald",,,,
83b43668-f3a5-40b3-9fbb-72b24be5e5e9,2026-06-09,Times Now,A_high_volume,RISHABH,'The Amount of Time He Does It Is Disappointing': Ashwin's Brutal Verdict on Rishabh Pant's Approach,,,,
a75ace42-7525-462a-a28f-3e08acb3cfc4,2026-05-31,ABP Live,A_high_volume,YATRA,"Three Pilgrims Die During Kedarnath Yatra, Pilgrimage Suspended Due To Bad Weather",,,,
31e77a47-6409-4a44-8aff-865215dff593,2026-06-05,Orissa Post,A_high_volume,YATRA,Jagannath temple team to meet President or PM over ISKCON holding untimely Rath Yatra,,,,
1ab891aa-3810-4ba4-a7a4-262cc571e755,2026-05-31,The Hindu,A_high_volume,YATRA,Kedarnath Yatra temporarily halted due to bad weather in Uttarakhand,,,,
7c9822cf-a2bc-45e3-99d9-6115d83b9b1d,2026-06-05,Times Now,A_high_volume,YATRA,Jagannath Rath Yatra 2026: When Will It Begin?,,,,
4e331739-56ef-41fe-afa8-99b52eaa3a6c,2026-05-26,Daily Excelsior,A_high_volume,YATRA,Relief and Rehabilitation Commissioner reviews arrangements for Mela Kheer Bhawani Yatra 2026,,,,
5cf45ccb-f16c-42c6-80aa-637774a2d384,2026-05-25,Deccan Chronicle,A_high_volume,YATRA,Telangana BJP Launches ‘Rythu Gosa – BJP Bharosa’ Yatra,,,,
0caf4e00-5087-4581-9977-41fe467b5d45,2026-06-08,Daily Excelsior,A_high_volume,YATRA,Divisional Commissioner And IGP Jammu Review Amarnath Yatra Arrangements In Ramban,,,,
d7c6f517-48d5-4cc3-9973-cc4b9ab38ff9,2026-05-20,Orissa Post,A_high_volume,YATRA,Punjab temple defers untimely Rath Yatra after protest by Puri Jagannath temple,,,,
9fcf85f5-bba4-4258-8a0d-77c422624e18,2026-05-25,Orissa Post,A_high_volume,YATRA,"After Punjab, temple in UP postpones &#8216;untimely&#8217; Rath Yatra",,,,
a0038369-e152-40d5-aef0-53237e08523b,2026-05-22,Amarujala,A_high_volume,YATRA,"Kedarnath Yatra: सोनप्रयाग में हनुमान मंदिर के पास पहाड़ी से गिरे पत्थर, एक की मौत, एक व्यक्ति गंभीर घायल",,,,
766cb828-2bc9-4899-b19e-3f54212de07e,2026-05-22,Inc42,A_high_volume,YATRA,Yatra Q4 Profit Tanks 46% YoY To ₹8.2 Cr,,,,
7b7371de-d7d1-4697-913f-14b60dd56f61,2026-05-25,Deccan Herald,A_high_volume,DEEPINDS,"Suspecting Rs 100 crore misuse, Karnataka govt to dig deep into guarantee beneficiaries - Deccan Herald",,,,
34e402f7-b009-4b5b-b34d-599cba9ee8f8,2026-05-19,India Today,A_high_volume,DEEPINDS,"Struck deep, then stopped: Army Chief says halt in Operation Sindoor was strategic",,,,
e2eb95a5-0720-48b3-9896-456ca608c8b6,2026-05-30,Telangana Today,A_high_volume,DEEPINDS,Filmmaker Vishal Bhardwaj recalls deep bond with late poet Bashir Badr,,,,
e1572fa3-3f20-4e6f-8777-69ddd2281ef0,2026-05-22,Indian Express,A_high_volume,DEEPINDS,An exhibition explores deep cultural ties between India and Iran - The Indian Express,,,,
a3c0a1d6-3907-4200-8ca3-e4004a986149,2026-05-19,Economic Times,A_high_volume,DEEPINDS,Wisdom of the day: “It takes more than one cold day for the river to freeze three feet deep.” - all about - The Economic Times,,,,
063e17d2-b8e7-4da3-849c-9e2fa0c3636e,2026-05-22,Indian Express,A_high_volume,DEEPINDS,"Ram Madhav writes: To become a deep-tech power, India needs alliances - The Indian Express",,,,
c6f2edea-925f-4d26-b3ea-08bd7c7b65cd,2026-05-20,Economic Times,A_high_volume,DEEPINDS,"Quote of the day by J. Robert Oppenheimer “It is a profound and necessary truth that the deep things in science are not found because they are useful; they are found because...” Learn the profound lesson on curiosity, science, discovery, and the power of an o - The Economic Times",,,,
184255bb-c078-436e-bf81-03627387c4ed,2026-06-02,YourStory,A_high_volume,DEEPINDS,India to showcase 120 deep-tech startups in Nice: inside the Bharat Innovates 2026 cohort,,,,
04f351fc-c7f4-4218-9758-eca42bf43f55,2026-05-22,The Hindu Environment,A_high_volume,DEEPINDS,Trump-backed push for deep-sea mining 'unlawful': ISA chief,,,,
514c148e-db71-45de-8613-3059c93a6c59,2026-05-21,New Indian Express,A_high_volume,DEEPINDS,"Delhi, Family Power & Hindu Nationalism | Deep Conversation with Karan Mahajan | Book Talk - The New Indian Express",,,,
249b4a74-43bd-404e-ac6e-465f4bc6d022,2026-05-28,Deccan Herald,A_high_volume,DEEPINDS,Are the roots of consciousness hidden in the ancient deep brain? - Deccan Herald,,,,
0a212b59-9ac1-47da-9e3c-57e14466f8f8,2026-06-04,NDTV,A_high_volume,RAJESHEXPO,Scandal Hits D-Street? How Rajesh Exports 'Faked' Rs 15 Lakh Crore Revenue,,,,
78a8d9c1-b147-4a26-9bda-ed414a8ace3c,2026-06-04,Times Now,A_high_volume,RAJESHEXPO,"'No Over Stating Of Revenues, Some Communication Gap': Rajesh Exports On Rs 15.15 Lakh Crore Fraud",,,,
70f11844-dac4-4dd0-8bfa-09a63f5514c1,2026-06-08,Deccan Herald,A_high_volume,RAJESHEXPO,"'No contact, no connection': Rajesh Exports chief says LIC bought stocks from open market - Deccan Herald",,,,
06d0ab7d-8034-47e7-8e23-44343052eb27,2026-06-08,Business Today,A_high_volume,ADANIPORTS;HCLTECH;HINDZINC;IXIGO;RAJESHEXPO;YESBANK;ZEEL,"Top stocks in news: Rajesh Exports, HCL Tech, YES Bank, Adani Ports, HindZinc, Ixigo, ZEEL",,,,
951b9737-18d3-416c-b5db-0d04f9ee1bf8,2026-06-03,Economic Times,A_high_volume,RAJESHEXPO,"SEBI bars Rajesh Exports CMD Rajesh Mehta, alleges Rs 15.15 lakh crore revenue misrepresentation - ETLegalWorld.com",,,,
d5d5f561-7804-4f85-b04b-fe9294fac3a7,2026-06-04,Deccan Herald,A_high_volume,RAJESHEXPO,Sebi bars Bengaluru-based Rajesh Exports' promoter from dealing in co shares over 'financial misrepresentation' - Deccan Herald,,,,
7e9572b4-adeb-4136-93e3-e09afe3ef192,2026-06-04,Times Now,A_high_volume,RAJESHEXPO,"Exclusive: Former SEBI Chief to Rajesh Exports, 'Come Clean, Don't Hide Behind Falsehood'",,,,
585048ca-6d43-43a3-9ad9-f3caff101a27,2026-06-04,Times Now,A_high_volume,RAJESHEXPO,"Rajesh Exports, Bengaluru-Based Gold Refiner, Booked By SEBI For Rs 15.15 Lakh Crore Fraud",,,,
c41e38be-e5f3-4534-bbe0-a0a967237c9c,2026-06-05,Hindu Business Line,A_high_volume,RAJESHEXPO,Congress seeks answers from govt over alleged ₹15.15 lakh-crore revenue misrepresentation at Rajesh Exports,,,,
0d6b8a6e-61d7-4c11-b4f1-e9418ba71b21,2026-06-08,Economic Times,A_high_volume,RAJESHEXPO,"Rajesh Exports likely to be dropped from PLI scheme, final decision in days: Sources - ET CFO",,,,
25e726f2-ecbb-4ec6-8118-2dfe608e481d,2026-06-04,Hindu Business Line,A_high_volume,AUROPHARMA;BHEL;GMRAIRPORT;HEROMOTOCO;HFCL;RAJESHEXPO,"Stocks to Watch, June 4: Rajesh Exports, HFCL, Hero MotoCorp, BHEL, Aurobindo Pharma, GMR Airports",,,,
a3feec7e-f420-41f9-ad07-59f2efc665cc,2026-06-06,Times Now,A_high_volume,SONAMLTD,"Cockroach Janata Party Protest Live: Rose in Hand, Message in Heart - Sonam Wangchuk Arrives at Jantar Mantar",,,,
8092228c-b3fa-49d3-9880-f97a2f5d4cfd,2026-06-02,Hindustan Times,A_high_volume,SONAMLTD,"Sonam Wangchuk joins Cockroach Janta Party's protest call amid NEET, CBSE rows | India News - Hindustan Times",,,,
2911daea-809d-43c2-a9a0-58cd53750c7d,2026-06-06,The Week,A_high_volume,SONAMLTD,Sonam Wangchuk joins CJP’s Jantar Mantar protest: Dipke warns of more demonstrations if Dharmendra Pradhan does not resign - theweek.in,,,,
caf85b40-af79-4144-8bae-cebd16772a9a,2026-06-02,Times Now,A_high_volume,SONAMLTD,'Great Honour': Sonam Wangchuk To Join Abhijeet Dipke's Cockroach Janata Party Protest in Delhi,,,,
cbd0cbff-381c-434f-aa0c-21f72dcb253b,2026-06-03,India Today,A_high_volume,SONAMLTD,Cockroach party gets Sonam Wangchuk's backing ahead of Delhi protest,,,,
6e3a3905-977f-4aad-8601-7f823077e46a,2026-05-24,Zee News,A_high_volume,SONAMLTD,"Sonam Kapoor and husband Anand Ahuja buy 5 flats near Rs 270 cr London mansion, neighbours raise concerns: reports - Zee News",,,,
d1a556b0-a452-4077-a615-4e2cec1c6c35,2026-06-08,Times Now,A_high_volume,SONAMLTD,Sonam Kapoor’s 7 EPIC Quotes Prove She Speaks Her Heart Out,,,,
198f5af8-ff10-430c-9bfe-d5102c42960f,2026-06-02,ABP Live,A_high_volume,SONAMLTD,"NEET, CBSE Row: Sonam Wangchuk Joins Cockroach Janta Party's Protest",,,,
e6b0a216-d14b-4959-b4af-2d7d2cb025a2,2026-05-27,NDTV,A_high_volume,SONAMLTD,"Ladakh Lieutenant Governor Warns Sonam Wangchuk Against ""Misleading Narrative""",,,,
6d95c3f9-8c0d-43a4-a689-28ac8bba4080,2026-06-06,The Quint,A_high_volume,SONAMLTD,"""What Use is Education Without Justice?"": Sonam Wangchuk Joins CJP Protest",,,,
588a463e-aa54-432d-b095-53e21977e53f,2026-05-23,India Today,A_high_volume,SONAMLTD,'Honorary cockroach' Sonam Wangchuk has a message for govt,,,,
404b1b68-edf0-46ae-a24b-9e4e026df1e4,2026-05-20,Financial Express,A_high_volume,BHARTIARTL,Airtel bets on value as Jio doubles down on scale - financialexpress.com,,,,
a8e1f3ef-7c2c-4871-bcc2-8a8cc5383c07,2026-06-08,Hindu Business Line,A_high_volume,BHARTIARTL;IDEA,"Bombay HC quashes one-time spectrum charge for Vodafone Idea, Bharti Airtel",,,,
